pair_offset,source_row,inserted_count,cosine_similarity
7,312,0,0.6415008306503296
7,312,1,0.6537848711013794
7,312,2,0.7361920475959778
7,312,3,0.7553210258483887
7,312,4,0.7658919095993042
7,312,5,0.7748481035232544
7,312,6,0.7774928212165833
7,312,7,0.7799253463745117
7,312,8,0.7813275456428528
7,312,9,0.7820862531661987
7,312,10,0.7803516387939453
7,312,11,0.7803812623023987
7,312,12,0.7777503728866577
7,312,13,0.7763203382492065
7,312,14,0.7763575315475464
7,312,15,0.7764308452606201
7,312,16,0.7764407396316528
7,312,17,0.7764134407043457
7,312,18,0.7718197107315063
7,312,19,0.771935760974884
7,312,20,0.7720565795898438
7,312,21,0.7721667885780334
7,312,22,0.7722632884979248
7,312,23,0.7723195552825928
7,312,24,0.7723665833473206
7,312,25,0.7724028825759888
7,312,26,0.7724335193634033
7,312,27,0.7724574208259583
7,312,28,0.7724772095680237
7,312,29,0.7724925875663757
7,312,30,0.7725045680999756
8,329,0,0.6503399610519409
8,329,1,0.6639560461044312
8,329,2,0.7339094877243042
8,329,3,0.7538086175918579
8,329,4,0.760159432888031
8,329,5,0.7639028429985046
8,329,6,0.7663968205451965
8,329,7,0.7680314779281616
8,329,8,0.7692521214485168
8,329,9,0.7697795629501343
8,329,10,0.7715684771537781
8,329,11,0.7717380523681641
8,329,12,0.7716869711875916
8,329,13,0.7715355753898621
8,329,14,0.7712240219116211
8,329,15,0.7708988189697266
8,329,16,0.7693445682525635
8,329,17,0.7693722248077393
8,329,18,0.7691750526428223
8,329,19,0.7671970129013062
8,329,20,0.7643283009529114
8,329,21,0.7625483274459839
8,329,22,0.7603366374969482
8,329,23,0.7601796984672546
8,329,24,0.7600288391113281
8,329,25,0.7598719596862793
8,329,26,0.7597256898880005
8,329,27,0.7595845460891724
8,329,28,0.7594472765922546
8,329,29,0.7593032121658325
8,329,30,0.7591677904129028
9,398,0,0.6862151622772217
9,398,1,0.6913074851036072
9,398,2,0.7647004723548889
9,398,3,0.7553566694259644
9,398,4,0.7684757709503174
9,398,5,0.7749583721160889
9,398,6,0.779937207698822
9,398,7,0.7915306687355042
9,398,8,0.7932037711143494
9,398,9,0.7904131412506104
9,398,10,0.7899482250213623
9,398,11,0.7893649935722351
9,398,12,0.788912296295166
9,398,13,0.7861270904541016
9,398,14,0.7848513126373291
9,398,15,0.7844197750091553
9,398,16,0.7840263247489929
9,398,17,0.7836498022079468
9,398,18,0.7832995057106018
9,398,19,0.7829720973968506
9,398,20,0.782647967338562
9,398,21,0.7823402881622314
9,398,22,0.7795906066894531
9,398,23,0.7791204452514648
9,398,24,0.7787389755249023
9,398,25,0.7769880890846252
9,398,26,0.7766116857528687
9,398,27,0.7763292789459229
9,398,28,0.7759767770767212
9,398,29,0.7751312851905823
9,398,30,0.7726044654846191
10,437,0,0.7064924240112305
10,437,1,0.7178510427474976
10,437,2,0.7858574390411377
10,437,3,0.7961674928665161
10,437,4,0.8010817766189575
10,437,5,0.8036444187164307
10,437,6,0.804985761642456
10,437,7,0.8056140542030334
10,437,8,0.8068207502365112
10,437,9,0.8048231601715088
10,437,10,0.8049536943435669
10,437,11,0.8047677278518677
10,437,12,0.8045797944068909
10,437,13,0.8043909072875977
10,437,14,0.8040735721588135
10,437,15,0.7996336817741394
10,437,16,0.7994386553764343
10,437,17,0.7992368936538696
10,437,18,0.7990783452987671
10,437,19,0.7989374399185181
10,437,20,0.7988183498382568
10,437,21,0.798689603805542
10,437,22,0.7985780239105225
10,437,23,0.798436164855957
10,437,24,0.7983096837997437
10,437,25,0.7981764078140259
10,437,26,0.7953787446022034
10,437,27,0.7953665256500244
10,437,28,0.795352041721344
10,437,29,0.7953234910964966
10,437,30,0.7952805757522583
11,452,0,0.7142912149429321
11,452,1,0.6983875036239624
11,452,2,0.7993111610412598
11,452,3,0.8099938035011292
11,452,4,0.8152188062667847
11,452,5,0.8180407881736755
11,452,6,0.8252508044242859
11,452,7,0.8286324739456177
11,452,8,0.8290377855300903
11,452,9,0.8291921615600586
11,452,10,0.8265105485916138
11,452,11,0.8248873949050903
11,452,12,0.8251506090164185
11,452,13,0.8251689672470093
11,452,14,0.8235392570495605
11,452,15,0.8213775157928467
11,452,16,0.8212286233901978
11,452,17,0.8212987184524536
